"cityName","dataTime","so2Value","coValue","o3Value","no2Value","pm10Value","pm25Value","lon","lat"
"동작구","2017-09-25 10:00","0.003","0.6","0.016","0.039","56","33",126.9392525,37.512402
"동작구","2017-09-24 22:00","0.003","0.5","0.050","0.016","60","39",126.9392525,37.512402
"동작구","2017-09-24 24:00","0.003","0.5","0.034","0.024","48","28",126.9392525,37.512402
"마포구","2017-09-24 15:00","0.004","0.6","0.085","0.015","68","47",126.9084211,37.5637561
"마포구","2017-09-24 20:00","0.003","0.7","0.067","0.017","74","51",126.9084211,37.5637561
"마포구","2017-09-24 14:00","0.004","0.6","0.079","0.014","69","46",126.9084211,37.5637561
"마포구","2017-09-24 23:00","0.003","0.5","0.048","0.013","42","30",126.9084211,37.5637561
"마포구","2017-09-24 12:00","0.004","0.6","0.044","0.023","58","36",126.9084211,37.5637561
"마포구","2017-09-24 24:00","0.003","0.6","0.033","0.024","42","26",126.9084211,37.5637561
"마포구","2017-09-24 11:00","0.004","0.6","0.033","0.021","55","31",126.9084211,37.5637561
"마포구","2017-09-25 02:00","0.003","0.7","0.019","0.033","42","27",126.9084211,37.5637561
"마포구","2017-09-25 03:00","0.003","0.6","0.026","0.023","40","27",126.9084211,37.5637561
"마포구","2017-09-25 04:00","0.003","0.5","0.034","0.012","36","24",126.9084211,37.5637561
"마포구","2017-09-24 13:00","0.004","0.6","0.062","0.017","63","43",126.9084211,37.5637561
"마포구","2017-09-25 05:00","0.003","0.5","0.024","0.017","34","24",126.9084211,37.5637561
"마포구","2017-09-24 16:00","0.004","0.6","0.087","0.011","64","50",126.9084211,37.5637561
"마포구","2017-09-25 08:00","0.003","0.6","0.011","0.038","35","23",126.9084211,37.5637561
"마포구","2017-09-24 17:00","0.004","0.6","0.081","0.013","65","48",126.9084211,37.5637561
"마포구","2017-09-24 18:00","0.004","0.7","0.076","0.016","66","52",126.9084211,37.5637561
"마포구","2017-09-24 19:00","0.004","0.6","0.070","0.018","70","51",126.9084211,37.5637561
"마포구","2017-09-25 10:00","0.003","0.7","0.020","0.039","47","27",126.9084211,37.5637561
"마포구","2017-09-24 21:00","0.003","0.6","0.062","0.012","61","44",126.9084211,37.5637561
"마포구","2017-09-25 09:00","0.003","0.7","0.014","0.039","40","23",126.9084211,37.5637561
"마포구","2017-09-24 22:00","0.003","0.5","0.058","0.008","33","28",126.9084211,37.5637561
"마포구","2017-09-25 07:00","0.003","0.6","0.010","0.034","37","24",126.9084211,37.5637561
"마포구","2017-09-25 01:00","0.003","0.6","0.019","0.035","40","29",126.9084211,37.5637561
"마포구","2017-09-25 06:00","0.003","0.6","0.017","0.026","35","25",126.9084211,37.5637561
"서대문구","2017-09-24 21:00","0.004","0.5","0.057","0.019","89","60",126.9367789,37.5791158
"서대문구","2017-09-24 23:00","0.005","0.4","0.044","0.019","39","23",126.9367789,37.5791158
"서대문구","2017-09-24 11:00","0","0","0","0","0","0",126.9367789,37.5791158
"서대문구","2017-09-25 01:00","0.005","0.5","0.027","0.024","47","28",126.9367789,37.5791158
"서대문구","2017-09-24 20:00","0.004","0.6","0.056","0.021","82","64",126.9367789,37.5791158
"서대문구","2017-09-24 22:00","0.005","0.4","0.055","0.016","42","34",126.9367789,37.5791158
"서대문구","2017-09-25 05:00","0.004","0.4","0.029","0.020","41","28",126.9367789,37.5791158
"서대문구","2017-09-24 13:00","0.005","0.5","0.055","0.024","75","46",126.9367789,37.5791158
"서대문구","2017-09-24 19:00","0.005","0.5","0.065","0.020","75","61",126.9367789,37.5791158
"서대문구","2017-09-24 12:00","0.005","0.5","0.044","0.023","66","43",126.9367789,37.5791158
"서대문구","2017-09-25 09:00","0.005","0.5","0.024","0.026","39","28",126.9367789,37.5791158
"서대문구","2017-09-25 07:00","0.004","0.5","0.016","0.028","43","27",126.9367789,37.5791158
"서대문구","2017-09-25 03:00","0.005","0.2","0.039","0.019","44","29",126.9367789,37.5791158
"서대문구","2017-09-25 04:00","0.004","0.4","0.039","0.018","34","23",126.9367789,37.5791158
"서대문구","2017-09-24 15:00","0.006","0.5","0.078","0.020","70","52",126.9367789,37.5791158
"서대문구","2017-09-24 18:00","0.005","0.5","0.067","0.020","74","58",126.9367789,37.5791158
"서대문구","2017-09-24 24:00","0.005","0.5","0.034","0.024","48","34",126.9367789,37.5791158
"서대문구","2017-09-25 06:00","0.004","0.5","0.014","0.026","40","30",126.9367789,37.5791158
"서대문구","2017-09-25 02:00","0.005","0.5","0.024","0.026","45","33",126.9367789,37.5791158
"서대문구","2017-09-25 08:00","0.005","0.7","0.024","0.026","37","23",126.9367789,37.5791158
"서대문구","2017-09-24 14:00","0.006","0.5","0.068","0.022","74","47",126.9367789,37.5791158
"서대문구","2017-09-24 17:00","0.005","0.5","0.072","0.019","66","50",126.9367789,37.5791158
"서대문구","2017-09-25 10:00","0.005","0.5","0.025","0.026","43","23",126.9367789,37.5791158
"서대문구","2017-09-24 16:00","0.005","0.5","0.075","0.020","78","55",126.9367789,37.5791158
"서초구","2017-09-24 23:00","0.004","0.5","0.036","0.018","35","17",127.0324112,37.4837121
"서초구","2017-09-24 22:00","0.004","0.5","0.045","0.012","35","27",127.0324112,37.4837121
"서초구","2017-09-24 20:00","0.005","0.6","0.064","0.010","75","48",127.0324112,37.4837121
"서초구","2017-09-24 21:00","0.005","0.6","0.052","0.016","71","43",127.0324112,37.4837121
"서초구","2017-09-25 05:00","0.005","0.6","0.012","0.028","47","24",127.0324112,37.4837121
"서초구","2017-09-24 17:00","0.005","0.6","0.071","0.009","78","46",127.0324112,37.4837121
"서초구","2017-09-24 19:00","0.005","0.6","0.060","0.017","74","47",127.0324112,37.4837121
"서초구","2017-09-24 24:00","0.004","0.5","0.035","0.018","49","20",127.0324112,37.4837121
"서초구","2017-09-24 15:00","0.005","0.6","0.077","0.007","73","38",127.0324112,37.4837121
"서초구","2017-09-25 09:00","0.005","0.6","0.009","0.033","49","25",127.0324112,37.4837121
"서초구","2017-09-24 18:00","0.005","0.6","0.069","0.008","72","50",127.0324112,37.4837121
"서초구","2017-09-24 11:00","0.005","0.6","0.017","0.027","66","28",127.0324112,37.4837121
"서초구","2017-09-24 12:00","0.005","0.6","0.029","0.026","67","29",127.0324112,37.4837121
"서초구","2017-09-25 04:00","0.004","0.6","0.007","0.036","46","26",127.0324112,37.4837121
"서초구","2017-09-24 13:00","0.005","0.6","0.050","0.019","62","35",127.0324112,37.4837121
"서초구","2017-09-25 10:00","0.005","0.7","0.016","0.035","52","26",127.0324112,37.4837121
"서초구","2017-09-24 14:00","0.005","0.6","0.073","0.008","74","39",127.0324112,37.4837121
"서초구","2017-09-25 08:00","0.005","0.6","0.007","0.035","42","18",127.0324112,37.4837121
"서초구","2017-09-25 06:00","0.005","0.5","0.012","0.026","43","22",127.0324112,37.4837121
"서초구","2017-09-25 07:00","0.005","0.6","0.007","0.031","46","24",127.0324112,37.4837121
"서초구","2017-09-24 16:00","0.006","0.6","0.076","0.006","68","44",127.0324112,37.4837121
"서초구","2017-09-25 03:00","0.005","0.7","0.006","0.040","46","22",127.0324112,37.4837121
"서초구","2017-09-25 01:00","0.005","0.6","0.015","0.041","42","27",127.0324112,37.4837121
"서초구","2017-09-25 02:00","0.005","0.7","0.008","0.043","54","27",127.0324112,37.4837121
"성동구","2017-09-25 04:00","0.004","0.6","0.020","0.017","47","22",127.0371025,37.5633415
"성동구","2017-09-24 20:00","0.003","0.8","0.051","0.021","83","46",127.0371025,37.5633415
"성동구","2017-09-24 15:00","0.004","0.7","0.069","0.015","92","47",127.0371025,37.5633415
"성동구","2017-09-24 12:00","0.004","0.7","0.041","0.017","80","34",127.0371025,37.5633415
"성동구","2017-09-24 21:00","0.003","0.7","0.063","0.011","74","49",127.0371025,37.5633415
"성동구","2017-09-24 16:00","0.003","0.7","0.074","0.014","92","41",127.0371025,37.5633415
"성동구","2017-09-24 14:00","0.004","0.7","0.061","0.017","85","41",127.0371025,37.5633415
"성동구","2017-09-24 24:00","0.003","0.7","0.017","0.025","54","0",127.0371025,37.5633415
"성동구","2017-09-24 17:00","0.004","0.7","0.066","0.019","98","50",127.0371025,37.5633415
"성동구","2017-09-25 05:00","0.003","0.6","0.023","0.013","42","19",127.0371025,37.5633415
"성동구","2017-09-24 23:00","0.003","0.6","0.029","0.019","54","23",127.0371025,37.5633415
"성동구","2017-09-24 19:00","0.004","0.8","0.060","0.019","84","43",127.0371025,37.5633415
"성동구","2017-09-25 09:00","0.005","0.7","0.009","0.032","47","21",127.0371025,37.5633415
"성동구","2017-09-25 07:00","0.003","0.6","0.012","0.023","43","20",127.0371025,37.5633415
"성동구","2017-09-24 11:00","0.004","0.7","0.025","0.021","59","25",127.0371025,37.5633415
"성동구","2017-09-25 03:00","0.004","0.8","0.004","0.031","58","24",127.0371025,37.5633415
"성동구","2017-09-25 08:00","0.004","0.7","0.010","0.027","46","18",127.0371025,37.5633415
"성동구","2017-09-24 13:00","0.004","0.7","0.052","0.016","87","36",127.0371025,37.5633415
"성동구","2017-09-25 10:00","0.004","0.9","0.009","0.034","61","28",127.0371025,37.5633415
"성동구","2017-09-24 18:00","0.004","0.7","0.062","0.021","93","46",127.0371025,37.5633415
"성동구","2017-09-25 06:00","0.003","0.6","0.014","0.016","50","23",127.0371025,37.5633415
"성동구","2017-09-24 22:00","0.003","0.6","0.050","0.010","60","34",127.0371025,37.5633415
"성동구","2017-09-25 02:00","0.004","0.7","0.006","0.033","51","28",127.0371025,37.5633415
"성동구","2017-09-25 01:00","0.003","0.7","0.014","0.027","50","11",127.0371025,37.5633415
"성북구","2017-09-25 04:00","0.003","0.5","0.030","0.014","54","30",127.0182146,37.589116
"성북구","2017-09-24 14:00","0.003","0.7","0.053","0.029","86","50",127.0182146,37.589116
"성북구","2017-09-24 24:00","0.002","0.5","0.031","0.023","48","28",127.0182146,37.589116
"성북구","2017-09-24 15:00","0.004","0.7","0.067","0.026","90","50",127.0182146,37.589116
"성북구","2017-09-24 23:00","0.003","0.5","0.036","0.023","42","21",127.0182146,37.589116
"성북구","2017-09-24 21:00","0.003","0.6","0.059","0.013","84","60",127.0182146,37.589116
"성북구","2017-09-24 12:00","0.003","0.6","0.040","0.026","0","37",127.0182146,37.589116
"성북구","2017-09-25 05:00","0.003","0.5","0.029","0.013","52","28",127.0182146,37.589116
"성북구","2017-09-24 13:00","0.003","0.7","0.050","0.028","99","47",127.0182146,37.589116
"성북구","2017-09-24 11:00","0.003","0.6","0.027","0.026","79","33",127.0182146,37.589116
"성북구","2017-09-25 10:00","0.003","0.7","0.012","0.043","53","27",127.0182146,37.589116
"성북구","2017-09-25 06:00","0.003","0.5","0.019","0.021","49","29",127.0182146,37.589116
"성북구","2017-09-24 22:00","0.002","0.5","0.044","0.016","65","36",127.0182146,37.589116
"성북구","2017-09-25 03:00","0.002","0.5","0.027","0.018","56","31",127.0182146,37.589116
"성북구","2017-09-24 16:00","0.003","0.6","0.074","0.021","88","55",127.0182146,37.589116
"성북구","2017-09-24 19:00","0.003","0.6","0.067","0.015","78","53",127.0182146,37.589116
"성북구","2017-09-24 17:00","0.003","0.6","0.070","0.019","86","54",127.0182146,37.589116
"성북구","2017-09-25 09:00","0.003","0.6","0.011","0.037","49","23",127.0182146,37.589116
"성북구","2017-09-25 01:00","0.002","0.5","0.023","0.026","47","19",127.0182146,37.589116
"성북구","2017-09-24 18:00","0.003","0.6","0.064","0.021","81","53",127.0182146,37.589116
"성북구","2017-09-24 20:00","0.003","0.7","0.063","0.015","80","60",127.0182146,37.589116
"성북구","2017-09-25 08:00","0.003","0.7","0.006","0.040","46","24",127.0182146,37.589116
"성북구","2017-09-25 02:00","0.003","0.6","0.017","0.031","53","30",127.0182146,37.589116
"성북구","2017-09-25 07:00","0.003","0.5","0.008","0.033","46","27",127.0182146,37.589116
"송파구","2017-09-25 04:00","0.004","0.6","0.017","0.019","42","27",127.1065971,37.5145437
"송파구","2017-09-25 05:00","0.005","0.9","0.017","0.017","39","21",127.1065971,37.5145437
"송파구","2017-09-24 12:00","0.005","0.7","0.046","0.018","65","39",127.1065971,37.5145437
"송파구","2017-09-25 03:00","0.005","0.6","0.006","0.032","42","25",127.1065971,37.5145437
"송파구","2017-09-24 13:00","0.004","0.7","0.052","0.019","75","40",127.1065971,37.5145437
"송파구","2017-09-25 10:00","0.005","2.0","0.020","0.043","56","15",127.1065971,37.5145437
"송파구","2017-09-24 21:00","0.004","0.7","0.058","0.017","83","58",127.1065971,37.5145437
"송파구","2017-09-24 15:00","0.004","0.7","0.065","0.019","69","45",127.1065971,37.5145437
"송파구","2017-09-24 22:00","0.004","0.5","0.059","0.014","60","44",127.1065971,37.5145437
"송파구","2017-09-24 23:00","0.004","0.5","0.042","0.016","45","31",127.1065971,37.5145437
"송파구","2017-09-24 16:00","0.005","0.8","0.075","0.018","70","44",127.1065971,37.5145437
"송파구","2017-09-25 02:00","0.005","0.6","0.009","0.035","45","33",127.1065971,37.5145437
"송파구","2017-09-24 20:00","0.004","0.8","0.063","0.018","63","49",127.1065971,37.5145437
"송파구","2017-09-25 01:00","0.004","0.5","0.025","0.026","44","30",127.1065971,37.5145437
"송파구","2017-09-25 07:00","0.005","1.0","0.007","0.028","33","0",127.1065971,37.5145437
"송파구","2017-09-24 14:00","0.004","0.8","0.057","0.020","73","39",127.1065971,37.5145437
"송파구","2017-09-24 24:00","0.004","0.6","0.030","0.027","47","27",127.1065971,37.5145437
"송파구","2017-09-25 09:00","0.005","1.2","0.007","0.034","49","9",127.1065971,37.5145437
"송파구","2017-09-24 17:00","0.005","0.8","0.078","0.018","71","46",127.1065971,37.5145437
"송파구","2017-09-25 06:00","0.005","1.0","0.012","0.020","39","0",127.1065971,37.5145437
"송파구","2017-09-24 19:00","0.004","0.8","0.061","0.022","69","45",127.1065971,37.5145437
"송파구","2017-09-25 08:00","0.005","1.1","0.004","0.029","39","0",127.1065971,37.5145437
"송파구","2017-09-24 11:00","0.005","0.7","0.026","0.024","60","33",127.1065971,37.5145437
"송파구","2017-09-24 18:00","0.004","0.8","0.071","0.021","69","46",127.1065971,37.5145437
"양천구","2017-09-24 13:00","0.004","0.6","0.058","0.017","62","51",126.8663985,37.5168721
"양천구","2017-09-24 20:00","0.003","0.6","0.046","0.019","66","54",126.8663985,37.5168721
"양천구","2017-09-24 22:00","0.003","0.4","0.043","0.016","38","28",126.8663985,37.5168721
"양천구","2017-09-25 03:00","0.002","0.6","0.010","0.038","51","33",126.8663985,37.5168721
"양천구","2017-09-24 21:00","0.003","0.5","0.044","0.017","55","46",126.8663985,37.5168721
"양천구","2017-09-24 15:00","0.003","0.6","0.071","0.015","66","58",126.8663985,37.5168721
"양천구","2017-09-24 12:00","0.003","0.6","0.037","0.026","58","43",126.8663985,37.5168721
"양천구","2017-09-25 01:00","0.003","0.5","0.032","0.023","56","31",126.8663985,37.5168721
"양천구","2017-09-25 04:00","0.003","0.4","0.028","0.018","51","28",126.8663985,37.5168721
"양천구","2017-09-24 14:00","0.004","0.6","0.069","0.015","66","57",126.8663985,37.5168721
"양천구","2017-09-25 05:00","0.003","0.4","0.028","0.017","47","25",126.8663985,37.5168721
"양천구","2017-09-25 02:00","0.003","0.5","0.025","0.028","62","33",126.8663985,37.5168721
"양천구","2017-09-24 23:00","0.002","0.5","0.036","0.024","42","30",126.8663985,37.5168721
"양천구","2017-09-25 06:00","0.003","0.5","0.010","0.036","40","27",126.8663985,37.5168721
"양천구","2017-09-24 19:00","0.003","0.6","0.056","0.022","73","62",126.8663985,37.5168721
"양천구","2017-09-24 24:00","0.003","0.5","0.032","0.025","54","33",126.8663985,37.5168721
"양천구","2017-09-25 09:00","0.003","0.6","0.013","0.042","47","28",126.8663985,37.5168721
"양천구","2017-09-25 10:00","0.003","0.6","0.016","0.043","48","30",126.8663985,37.5168721
"양천구","2017-09-24 18:00","0.004","0.6","0.058","0.020","65","59",126.8663985,37.5168721
"양천구","2017-09-24 11:00","0.003","0.6","0.021","0.032","58","42",126.8663985,37.5168721
"양천구","2017-09-24 17:00","0.003","0.6","0.066","0.016","68","58",126.8663985,37.5168721
"양천구","2017-09-25 07:00","0.002","0.6","0.002","0.047","62","31",126.8663985,37.5168721
"양천구","2017-09-25 08:00","0.003","0.6","0.007","0.043","48","30",126.8663985,37.5168721
"양천구","2017-09-24 16:00","0.003","0.5","0.068","0.015","65","57",126.8663985,37.5168721
"영등포구","2017-09-24 15:00","0.005","0.6","0.100","0.015","82","40",126.8962283,37.5263715
"영등포구","2017-09-24 13:00","0.005","0.7","0.085","0.018","80","36",126.8962283,37.5263715
"영등포구","2017-09-24 17:00","0.005","0.7","0.094","0.015","81","43",126.8962283,37.5263715
"영등포구","2017-09-24 22:00","0.005","0.5","0.056","0.021","53","30",126.8962283,37.5263715
"영등포구","2017-09-25 05:00","0.005","0.4","0.032","0.022","43","19",126.8962283,37.5263715
"영등포구","2017-09-24 20:00","0.006","0.8","0.066","0.025","85","44",126.8962283,37.5263715
"영등포구","2017-09-25 09:00","0.005","0.6","0.020","0.034","40","21",126.8962283,37.5263715
"영등포구","2017-09-25 04:00","0.005","0.4","0.037","0.019","50","19",126.8962283,37.5263715
"영등포구","2017-09-24 21:00","0.005","0.7","0.061","0.022","75","51",126.8962283,37.5263715
"영등포구","2017-09-24 14:00","0.006","0.6","0.095","0.016","88","48",126.8962283,37.5263715
"영등포구","2017-09-24 24:00","0.005","0.6","0.037","0.028","56","23",126.8962283,37.5263715
"영등포구","2017-09-25 03:00","0.005","0.6","0.027","0.029","55","26",126.8962283,37.5263715
"영등포구","2017-09-25 10:00","0.006","0.7","0.023","0.035","52","24",126.8962283,37.5263715
"영등포구","2017-09-24 16:00","0.006","0.6","0.097","0.015","80","41",126.8962283,37.5263715
"영등포구","2017-09-24 12:00","0.005","0.7","0.048","0.028","74","32",126.8962283,37.5263715
"영등포구","2017-09-25 02:00","0.005","0.7","0.012","0.047","58","27",126.8962283,37.5263715
"영등포구","2017-09-24 18:00","0.005","0.8","0.084","0.020","103","43",126.8962283,37.5263715
"영등포구","2017-09-24 19:00","0.005","1.0","0.074","0.024","95","47",126.8962283,37.5263715
"영등포구","2017-09-25 06:00","0.004","0.7","0.011","0.035","42","22",126.8962283,37.5263715
"영등포구","2017-09-25 08:00","0.005","0.5","0.012","0.036","50","19",126.8962283,37.5263715
"영등포구","2017-09-25 01:00","0.005","0.7","0.020","0.038","52","25",126.8962283,37.5263715
"영등포구","2017-09-25 07:00","0.004","0.6","0.011","0.036","48","20",126.8962283,37.5263715
"영등포구","2017-09-24 11:00","0.005","0.7","0.026","0.030","73","27",126.8962283,37.5263715
"영등포구","2017-09-24 23:00","0.005","0.6","0.049","0.022","45","23",126.8962283,37.5263715
"용산구","2017-09-24 20:00","0.003","0.4","0.055","0.016","73","51",126.9654442,37.5384272
"용산구","2017-09-24 13:00","0.003","0.4","0.051","0.019","63","39",126.9654442,37.5384272
"용산구","2017-09-24 21:00","0.003","0.4","0.047","0.022","66","48",126.9654442,37.5384272
"용산구","2017-09-24 15:00","0.003","0.4","0.066","0.025","66","45",126.9654442,37.5384272
"용산구","2017-09-25 05:00","0.003","0.3","0.015","0.017","36","25",126.9654442,37.5384272
"용산구","2017-09-24 22:00","0.003","0.3","0.051","0.008","42","30",126.9654442,37.5384272
"용산구","2017-09-25 04:00","0.003","0.4","0.005","0.031","41","27",126.9654442,37.5384272
"용산구","2017-09-24 14:00","0.003","0.4","0.068","0.016","73","44",126.9654442,37.5384272
"용산구","2017-09-24 12:00","0.004","0.4","0.036","0.020","58","35",126.9654442,37.5384272
"용산구","2017-09-25 09:00","0.003","0.4","0.016","0.028","41","25",126.9654442,37.5384272
"용산구","2017-09-25 03:00","0.003","0.4","0.010","0.026","41","28",126.9654442,37.5384272
"용산구","2017-09-25 06:00","0.003","0.3","0.016","0.016","36","24",126.9654442,37.5384272
"용산구","2017-09-24 23:00","0.003","0.3","0.034","0.012","39","25",126.9654442,37.5384272
"용산구","2017-09-24 16:00","0.004","0.4","0.072","0.020","70","43",126.9654442,37.5384272
"용산구","2017-09-24 17:00","0.004","0.4","0.065","0.023","68","50",126.9654442,37.5384272
"용산구","2017-09-25 10:00","0.004","0.4","0.014","0.034","50","30",126.9654442,37.5384272
"용산구","2017-09-24 11:00","0.004","0.4","0.024","0.023","56","30",126.9654442,37.5384272
"용산구","2017-09-24 19:00","0.003","0.4","0.053","0.026","69","48",126.9654442,37.5384272
"용산구","2017-09-25 02:00","0.003","0.4","0.011","0.028","41","28",126.9654442,37.5384272
"용산구","2017-09-25 01:00","0.003","0.4","0.012","0.033","42","26",126.9654442,37.5384272
"용산구","2017-09-25 07:00","0.003","0.4","0.007","0.027","39","24",126.9654442,37.5384272
"용산구","2017-09-24 18:00","0.004","0.4","0.063","0.022","69","48",126.9654442,37.5384272
"용산구","2017-09-25 08:00","0.003","0.3","0.015","0.024","33","23",126.9654442,37.5384272
"용산구","2017-09-24 24:00","0.003","0.3","0.019","0.025","38","25",126.9654442,37.5384272
"은평구","2017-09-24 20:00","0.003","0.8","0.065","0.017","72","49",126.9291119,37.6026957
"은평구","2017-09-24 13:00","0.004","0.8","0.065","0.018","63","45",126.9291119,37.6026957
"은평구","2017-09-25 04:00","0.003","0.6","0.032","0.011","28","19",126.9291119,37.6026957
"은평구","2017-09-25 09:00","0.003","0.7","0.022","0.023","43","18",126.9291119,37.6026957
"은평구","2017-09-24 12:00","0.004","0.8","0.054","0.019","65","43",126.9291119,37.6026957
"은평구","2017-09-25 10:00","0.003","0.7","0.028","0.022","35","29",126.9291119,37.6026957
"은평구","2017-09-25 03:00","0.003","0.6","0.030","0.012","36","23",126.9291119,37.6026957
"은평구","2017-09-25 08:00","0.003","0.8","0.009","0.028","40","27",126.9291119,37.6026957
"은평구","2017-09-24 21:00","0.003","0.7","0.064","0.010","59","49",126.9291119,37.6026957
"은평구","2017-09-25 05:00","0.003","0.6","0.021","0.014","37","25",126.9291119,37.6026957
"은평구","2017-09-25 06:00","0.003","0.7","0.011","0.023","36","26",126.9291119,37.6026957
"은평구","2017-09-24 22:00","0.003","0.6","0.054","0.012","35","29",126.9291119,37.6026957
"은평구","2017-09-24 11:00","0.004","0.7","0.042","0.016","58","37",126.9291119,37.6026957
"은평구","2017-09-24 19:00","0.003","0.8","0.072","0.016","79","46",126.9291119,37.6026957
"은평구","2017-09-25 02:00","0.003","0.6","0.038","0.012","42","22",126.9291119,37.6026957
"은평구","2017-09-24 17:00","0.003","0.8","0.082","0.013","69","53",126.9291119,37.6026957
"은평구","2017-09-25 01:00","0.003","0.6","0.035","0.016","46","20",126.9291119,37.6026957
"은평구","2017-09-24 14:00","0.004","0.8","0.074","0.017","58","43",126.9291119,37.6026957
"은평구","2017-09-24 16:00","0.004","0.8","0.087","0.013","66","49",126.9291119,37.6026957
"은평구","2017-09-24 15:00","0.004","0.8","0.089","0.013","66","46",126.9291119,37.6026957
"은평구","2017-09-24 23:00","0.003","0.6","0.039","0.020","33","17",126.9291119,37.6026957
"은평구","2017-09-25 07:00","0.003","0.8","0.008","0.031","34","22",126.9291119,37.6026957
"은평구","2017-09-24 18:00","0.003","0.8","0.078","0.014","63","52",126.9291119,37.6026957
"은평구","2017-09-24 24:00","0.003","0.6","0.043","0.015","29","21",126.9291119,37.6026957
"종로구","2017-09-24 13:00","0.004","0.6","0.053","0.026","59","42",126.9793579,37.5729503
"종로구","2017-09-24 14:00","0.004","0.6","0.069","0.023","64","44",126.9793579,37.5729503
"종로구","2017-09-24 20:00","0.003","0.6","0.059","0.021","66","50",126.9793579,37.5729503
"종로구","2017-09-24 18:00","0.004","0.6","0.068","0.024","65","50",126.9793579,37.5729503
"종로구","2017-09-24 19:00","0.003","0.6","0.070","0.018","65","51",126.9793579,37.5729503
"종로구","2017-09-25 03:00","0.003","0.6","0.017","0.032","42","27",126.9793579,37.5729503
"종로구","2017-09-25 06:00","0.003","0.5","0.022","0.024","37","24",126.9793579,37.5729503
"종로구","2017-09-25 04:00","0.003","0.5","0.028","0.020","38","25",126.9793579,37.5729503
"종로구","2017-09-24 22:00","0.003","0.4","0.056","0.011","39","29",126.9793579,37.5729503
"종로구","2017-09-25 10:00","0.003","0.6","0.028","0.032","40","26",126.9793579,37.5729503
"종로구","2017-09-25 01:00","0.003","0.6","0.022","0.037","42","27",126.9793579,37.5729503
"종로구","2017-09-24 23:00","0.003","0.5","0.041","0.021","39","27",126.9793579,37.5729503
"종로구","2017-09-24 12:00","0.004","0.6","0.042","0.026","56","38",126.9793579,37.5729503
"종로구","2017-09-24 15:00","0.004","0.6","0.076","0.024","70","52",126.9793579,37.5729503
"종로구","2017-09-25 05:00","0.003","0.5","0.031","0.016","35","26",126.9793579,37.5729503
"종로구","2017-09-25 08:00","0.003","0.9","0.007","0.044","35","23",126.9793579,37.5729503
"종로구","2017-09-25 09:00","0.003","0.7","0.014","0.039","36","24",126.9793579,37.5729503
"종로구","2017-09-25 07:00","0.003","0.5","0.009","0.036","37","24",126.9793579,37.5729503
"종로구","2017-09-24 24:00","0.003","0.6","0.026","0.034","43","28",126.9793579,37.5729503
"종로구","2017-09-24 17:00","0.004","0.6","0.078","0.018","65","52",126.9793579,37.5729503
"종로구","2017-09-25 02:00","0.003","0.7","0.009","0.045","43","26",126.9793579,37.5729503
"종로구","2017-09-24 16:00","0.004","0.6","0.081","0.019","66","51",126.9793579,37.5729503
"종로구","2017-09-24 21:00","0.003","0.6","0.066","0.012","62","48",126.9793579,37.5729503
"종로구","2017-09-24 11:00","0.004","0.6","0.032","0.026","53","34",126.9793579,37.5729503
"중구","2017-09-24 13:00","0.004","0.6","0.056","0.027","66","45",126.9979403,37.5640907
"중구","2017-09-24 20:00","0.003","0.7","0.056","0.027","74","52",126.9979403,37.5640907
"중구","2017-09-25 06:00","0.003","0.5","0.017","0.031","40","24",126.9979403,37.5640907
"중구","2017-09-24 12:00","0.004","0.6","0.043","0.029","59","37",126.9979403,37.5640907
"중구","2017-09-25 10:00","0.003","0.6","0.024","0.040","45","27",126.9979403,37.5640907
"중구","2017-09-25 01:00","0.003","0.6","0.016","0.045","46","28",126.9979403,37.5640907
"중구","2017-09-24 11:00","0.004","0.6","0.027","0.032","61","35",126.9979403,37.5640907
"중구","2017-09-25 05:00","0.003","0.5","0.018","0.029","41","26",126.9979403,37.5640907
"중구","2017-09-25 02:00","0.003","0.7","0.015","0.042","45","27",126.9979403,37.5640907
"중구","2017-09-25 03:00","0.003","0.6","0.018","0.035","46","28",126.9979403,37.5640907
"중구","2017-09-24 15:00","0.004","0.6","0.078","0.023","74","53",126.9979403,37.5640907
"중구","2017-09-24 19:00","0.003","0.6","0.066","0.024","73","54",126.9979403,37.5640907
"중구","2017-09-24 21:00","0.003","0.5","0.060","0.019","73","50",126.9979403,37.5640907
"중구","2017-09-24 22:00","0.003","0.5","0.048","0.022","53","29",126.9979403,37.5640907
"중구","2017-09-25 07:00","0.003","0.5","0.011","0.039","43","23",126.9979403,37.5640907
"중구","2017-09-24 14:00","0.004","0.6","0.070","0.024","70","49",126.9979403,37.5640907
"중구","2017-09-24 24:00","0.003","0.5","0.024","0.040","47","30",126.9979403,37.5640907
"중구","2017-09-24 17:00","0.004","0.6","0.072","0.024","69","52",126.9979403,37.5640907
"중구","2017-09-24 18:00","0.004","0.7","0.070","0.024","68","52",126.9979403,37.5640907
"중구","2017-09-25 09:00","0.003","0.6","0.014","0.046","44","29",126.9979403,37.5640907
"중구","2017-09-24 16:00","0.004","0.6","0.078","0.022","68","50",126.9979403,37.5640907
"중구","2017-09-25 04:00","0.002","0.6","0.020","0.029","42","28",126.9979403,37.5640907
"중구","2017-09-24 23:00","0.003","0.6","0.032","0.034","45","28",126.9979403,37.5640907
